label	x1	x2
0	2.29607612756179	-1.3592934737640852
0	1.0870842951700281	-0.3692032217294107
0	1.955000346131368	-0.023974383848899248
0	2.175786008218025	0.1339840938605798
0	0.7292592566157917	-1.4667703761231117
0	0.905887786285117	-0.3138363326353665
0	1.1967157963440924	0.32288289194614267
0	0.6241957346573134	0.401047911843617
0	1.3916162428757612	0.8228133317070718
0	1.6200152036550615	2.443109056665132
0	-0.22620972931094654	1.335771274784247
0	1.0109513082435948	0.2610022511939757
0	0.9454769394868622	0.6941667364591456
0	-0.041206571079713664	0.32288289194614267
0	1.616969884178004	1.031253384767003
0	0.8617306538677855	1.865013597006729
0	0.7048967007993328	0.8472399004250323
0	1.4114108194766344	0.9449461752968754
0	1.8910486371131643	0.8472399004250323
1	0.21612292473163094	-1.0450049562596568
1	-0.6361097309228636	-0.8447070927723794
1	-0.7969025993114909	-1.631242605490714
0	1.8986619358058077	-1.07431683872121
0	1.3139605962107994	1.6142341581689992
0	1.4449093337242647	0.9579736786131208
0	2.1377195147548083	-0.6965192425500845
0	2.367641135272637	1.226665934510689
0	0.5237001919144215	0.2577453753649143
0	1.3368004922887295	1.7966192045964389
0	0.47192976080444704	-1.0026655704818586
0	1.0688123783076842	1.3569409676731456
0	0.6089691372720267	0.3977910360145556
0	1.0672897185691557	1.0442808880832495
0	0.9728848147803781	0.8504967762540937
0	1.093174934124143	0.2577453753649143
0	1.0155192874591807	0.5443504483223196
0	0.4582258231576889	0.7625611288694353
1	-0.9817534915688708	-0.4669094966012538
0	-1.303643760293831	-0.0777128350284131
0	1.6931028711044376	0.055819073963105474
0	-0.051865189249414426	0.7446483118095976
0	0.4232046491715296	1.5735232103057315
0	2.050927909658674	1.2201521828525663
0	0.526745511391479	0.3782497810401869
0	0.7018513813222758	0.686024546886492
0	1.8758220397278775	-0.7095467458663299
1	-1.3546528615345415	-0.6053267193363642
0	1.4342507155545643	0.3701075914675332
1	-0.7480252217047207	-0.8105098965672344
1	0.2069869663004591	1.0003130643909197
1	-1.1793947256298918	0.006965936527183946
1	-0.43770716699257833	-0.40502885584908627
1	-0.786396247115643	-0.7079183079517996
0	0.2724613350571917	-0.25195569188319955
0	0.5846065814555682	0.9791433715020205
1	-0.7833509276385858	-0.5222763856952981
0	1.4388186947701502	0.401047911843617
0	1.047495141968283	0.8179280179634795
1	-1.5758953215427567	-0.5581020198149735
1	-1.0721994800374737	-1.6735819912685126
1	-1.3523688719267482	-1.3397522187897164
